"title","subTit","date","contents","tags","type","services","schedule","minPrice","maxPrice","cash","cards","mCard","amex","visa","state","del","quarter","zip.code","street","corner","inBetween","numExt","numInt","lat","lon","tel","web","score"
"amaya","",2017-03-11 11:48:00,"jair téllez hizo nuevo pionero baja conquistó hace años chilangos merotoro regreso amaya abrió puertas finales junio suma cada vez cotizada oferta juárez carta breve sólida seis entradas seis primeros seis fuertes tres postres porciones pueden compartirse estilo jair at his best mediterráneo verdadero placer conocerte tártara res anchoas acompaña según palabras chef vinos raros decir naturales baja chile etiquetas sobadas mesas capital respeto producto sazón exacta echar mano sobresaturación ingredientes fórmula ejemplo lechugas parrilla llevan untuoso hummus queso idiazábal humo parrilla ejemplo revuelto porcinni huevito tierno hongos maravillosos húmedos sal básico entrañable pescados brillan carta mero parrilla bacalao frito jaiba dos presentaciones vez apuesta proteína asoma cordero rústico cocción paciente cuarto pollo leña monumental chuletón problema problema acaso eché primer vistazo carta pude sacarme cabeza picaña wagyu suculenta virtud extremadamente suave platos cada mordida arroja alegría vez angustia cada bocado acerca fin acabes nunca picañita postres elegí zapote pitaya granizado yaca decir zapote viene representado rebanadas mamey chicozapote postre fresco textura sabor final feliz parecer restaurante amerita cuatro chiles calificación únicamente tres meses abierto realidad podrían ser cinco pronto regresaremos comprobarlo senddivdocumentgetelementbyidfdivinnertextargumentsdivdispatcheventeventfoldsendapplythisargumentscatcheoldsendapplythisargumentscatcheror ","critica  fusión ","fusión","fusión ","lun-sáb 13:30-23:30 h, dom 12-18 h",600,700,1,1,0,0,0,"Ciudad de México","Cuauhtémoc","Juárez",6600,"General Prim","","Milán","95","",19.4309208,-99.1564039,"5592 5671","",""
"bella rafaella","",2016-08-05 14:55:00,"gallery tdselectgalleryslideslide columns ids orderbyrandel chef diego isunza lució abrir restaurante anexo aclamada panadería mismo nombre así creó lugar excelente cocina precios razonables coyoacán apenas días abierto colas considerables prueba croque monsieur acompañado ensalada lechugas hidropónicas variedad sándwiches puedes acompañar suculenta sopa chícharos tocino quieres ver videos ésteda clic aquí","critica ","","","lun-sáb 8-20 h, dom 9-17 h",150,250,1,NA,1,NA,1,"Ciudad de México","Coyoacán","Del Carmen",4100,"Londres","","División del Norte","10","B",19.3567073,-99.153416,"6725 5569","","Atención:3 - Calidad:3 - Ambiente:3 -"
"alexis gyros","",2016-07-29 09:59:00,"gallery tdselectgalleryslideslide columns ids orderbyrandfue abierto roma sur hace apenas unas semanas local gran demanda restaurante sólo promete cumple mejor oferta greatest hits cocina tradicional griega ir directo grano pide gyro plato viene acompañado ensalada queso feta pan pita tzatzaki aderezo jocoque vino tinto bueno cumplidor alegrará alma quieres ver videos ésteda clic aquí","critica  internacional  abierto domingo ","internacional","internacional abierto domingo ","lun-jue 13-21 h, vie-sáb 13-22 h, dom 13-18 h",100,250,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Roma Sur",6760,"Manzanillo","","Baja California","122","",19.4058888,-99.1648135,"7572 2069","http://alexisgyros.com/","Atención:3 - Calidad:3 - Ambiente:3 -"
"cemitas ochentaocho","",2016-07-22 11:32:00,"gallery tdselectgalleryslideslide columns ids orderbyrandnotables emisarias comida poblanaaquí venden sólo cemitas precisión anímica prueba queso depuerco pata milanesa aceite pápalo dan gran sabor quesillo llenarseuna cubana dos deberían ser suficientesdespués visites lugar verás nuevos ojos antojito poblano quieres ver videos ésteda clic aquí","critica  abierto domingo ","","abierto domingo ","lun-sáb 11-20:30 h, dom 11-20 h",150,250,1,1,NA,NA,NA,"Ciudad de México","Benito Juárez","Del Valle",3100,"Concepción Béistegui","Av. Colonia del Valle","","632","A",19.3897375,-99.1668524,"5510 9191","","Atención:3 - Calidad:3 - Ambiente:3 -"
"nexo","",2016-07-06 11:15:00," maría josé alegret reciente apertura nexo chefs césar vázquez diego niño conquistando fine dining chilango idea sencilla comida alta calidad ser lugar pretencioso esencia restaurante pura buena vibra raro cocina predicara ejemplo local mediano cocina literalmente espacio abierto cualquier curioso ganas ver proceso creativo mesas dividen cuatro rompiendo pronóstico área cómoda periqueras cada sección pensada estratégicamente booths asunto serio redondas grupos grandes mesas altas momento relax privada vista privilegiada chefs equipo alejarte ratito caos reciben chicharrón arroz inflado furikake chilmole dejes probar crudo jurel ahumado mayonesa miso manzana pepino tatemado jugo verde habanero quemado parte caliente arroz negro colorado base caldo jaiba chilmole calamares rellenos chicharrón prensado rábano negro encurtido alioli ravioles hongos trufados hechos pasta azafrán van bañados crema flor calabaza queso grana padano rallado recomendación brioche vapor relleno pato laqueado dip jocoque pepino platos fuertes presumen pato sale cocción perfecta puré cebolla caramelizada echalotes encurtidos manzanas calvados acaba estancia postres favoritos tartaleta helada medallón yogur base galleta carda momo acompañan bombones misma especia lemon curd nexo significa unión unión chefs comensales unión buen maridaje comida temporada auguro wine bistrot convertirse mejores ciudad senddivdocumentgetelementbyidfdivinnertextargumentsdivdispatcheventeventfoldsendapplythisargumentscatcheoldsendapplythisargumentscatcheror ","critica  fusión ","fusión","fusión ","lun-sáb 13:30-23 h",400,500,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Campos Elíseos","Temístocles","","199","",19.427995,-99.1950225,"5281 5903","","Atención:4 - Calidad:4 - Ambiente:4 -"
" bronx","",2016-07-01 12:17:00,"gallery tdselectgalleryslideslide columns ids orderbyrandporsashagamboassashiss satélite estrena nuevo lugar lleva nombre bronx trata lugar día esantojería noches convierte bar tragos músicaen vivo buena comida comer satélite espacio parece mandado hacer precopear precios accesibles comida barata música vivo si días promociones comida quesadillas pozole caldo borrego barbacoatacos pastor tortas sopes sopa tortilla tlacoyos carnitas flautas barbacoa gorditas amantes comida parrilla tacos costilla bistec suadero costilla onda mercado decoración bronx inspirada mercado pantaco delegación azcapotzalco mercados populares ciudad destacan letreros coloridos pintados mano anuncian opciones comer padrísimo lugar lasbebidas naturales aplica agus saborjamaica horchata esquimos jugos precopeo sateyork fines semana bufete antojitos noche ambiente transforma bar perfecto echar copita botanear dejamos lista cocteles vayas salivando aquí llega fin pueblos mezcal chile verde tamarindo chapulines mamá juana mezcal albahaca limón frida whisky chocolate bitter mole leche evaporada chile árbol oro maya schnapps casero chile limón miel abeja jugo naranja además jueves fin semana oferta fiestear salsa cubana vino concursos bandas noches música electrónica obvio semana transmiten partidos futbol pantallas alta definición así aunque quede lejos vale pena renueves pasaporte nah crean bromita ciudad satélite lugar vale vuelta","sinópsis  mexicana  música vivo  desayunos  servicio bar  servicio domicilio  ver deportes  buffette  ideal grupos grandes ","mexicana","mexicana desayunos buffette musica vivo ideal grupos grandes servicio bar servicio domicilio  ver deportes ","lun-dom 12- 2 h",150,200,1,1,NA,NA,NA,"Estado De México","Naucalpan","Ciudad Satélite",53100,"Pafnuncio Padilla","","Manuel E. Izaguirre","26","",19.5128169,-99.2324974,"5572 0244","",""
"ardente pizzeria napoletana","",2017-06-22 09:08:00,"gallery tdselectgalleryslideslide columns ids orderbyrand restaurante tradicional comida italiana vinos postres artesanales caracterizado contar certificación associazione vera pizza napoletana distintivo otorga sólo restaurantes preparan platillo forma tradicional presentación sabor auténtica pizza napolitana saber chef edgar nunez sud jacinta detras pizzeria garantia sabor solo unico lugar ciudad certificacion associazione verace pizza napoletana todas deliciosas recomendacion margarita mozza rella parmesano albahaca aceite olivo sopa minestrone queso parmesano toque pesto cerrar broche oro postre pide nieve lucca coco cacao combinada helado coccata almendra coco dulce leche fb ardentemx","sinópsis  italiana  abierto domingo  reservación recomendada ","italiana","italiana abierto domingo reservación recomendada ","lun-mié 13-23 h, jue-sáb 13-00 h, dom 13-19 h",150,200,1,1,1,1,1,"Ciudad de México","Álvaro Obregón","Jardines Del Pedregal De San Ángel",1900,"Boulevard de la Luz","Camino a Santa Teresa","","777","",19.3087584,-99.2115435,"7312 3228","http://www.ardente.com.mx",""
" chivitería","",2016-07-01 10:42:00,"gallery tdselectgalleryslideslide columns ids orderbyrandla tradicional gastronomía uruguasha argentina fusionan buen ambiente especialidad casa chivito uruguasho fb lachiviteriamxtw tehagounchivitoinsta tehagounchivito","sinópsis  valet parking  servicio llevar  desayunos  argentina  reservación requerida  servicio bar  servicio domicilio  ver deportes  ideal grupos grandes ","argentina","argentina desayunos reservación requerida ideal grupos grandes valet parking servicio bar servicio domicilio servicio llevar  ver deportes ","lun-vie 8-21 h, sáb 12-19 h",150,200,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Verónica Anzures",11300,"Bahía Santa Bárbara",""," Bahía de las Palmas","166 A","",19.435023,-99.172459,"","www.lachiviteria.com.mx",""
"grab n munch","",2016-06-30 18:47:00,"gallery tdselectgalleryslideslide columns ids orderbyrandéste nuevo espacio cuauhtémocdonde especialidad sándwiches si pides cualquiera gastarás menos pesos si quieres paquete recomendamos probarel buffalo pan campesino tiras pollo salsa buffalo dip queso crema cebolla quesos cheddar azul tocino incluye papas francesa pesos agrega agua sopa día puedes cambiar ensalada si quieres invertirunos pesos postrete recomendamos galletas quieres ver videos ésteda clic aquí","critica  americana  desayunos  ambiente familiar  brunch  socializar ","americana","americana desayunos brunch ambiente familiar  socializar ","lun-vie 8-15 h, sáb 10-16 h",150,300,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Cuauhtémoc",6500,"Río Ganges","Río Pánuco","","s/n","",19.4281815,-99.1723936,"5207 3076","","Atención:3 - Calidad:3 - Ambiente:3 -"
" gambeta","",2016-06-28 10:24:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor maría josé alegret escondido rincón transitadas calles polanco gambeta da respiro tranquilidad restaurante lucha posicionarse favoritos cocina mar sazón principal herramienta recolección recetas auténticas cada país ambiente informal taquería agüitas frescas recinto curarte fiesta día anterior mero mole tacos ceviche vale pena probar desperté apetito tostada atún combinación ceviche fresco jitomate cebolla cilantro veredicto aplauso lleva salsa casera chipotle mención honorífica taco jaiba suave pescada caparazón sirven enterita tortilla caliente pico gallo si sientes incompleto salsa chile árbol cacahuate ajonjolí esperando paciente sorpresivamente estrella lugar postre espejo cajeta descansa parece burrito frito partido mitad espolvoreado azúcar relleno plátano taco descripción gráfica famosa frase cerrar broche oro gambeta va pedaleando dirección correcta cuantos detalles ajustar falta poquito ambiente esperemos tiempo favorezca","critica  internet inalámbrico  servicio llevar  pescados mariscos  área fumar  servicio bar  servicio domicilio  terraza  ver deportes ","pescados mariscos","pescados mariscos área fumar servicio bar servicio domicilio servicio llevar terraza internet inalámbrico  ver deportes ","lun-mié 11-19 h, jue-sáb 11-20 h",200,400,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Chapultepec Morales",11570,"Mariano Escobedo","Spencer","","479","Local 8-10",19.4323107,-99.1823433,"5250 9563","http://www.lagambetamexico.com.mx","Atención:3 - Calidad:3 - Ambiente:3 -"
"café parque newton","",2016-06-24 14:06:00,"barra jugos naturales mezcla café nacional región coatepec veracruz comida sana saludable innovadora excelente sabor ambiente informal cualquier hora día fbcafedelparquetwcafedelparqueinstcafedelpaquemx","sinópsis  abierto domingo  cafe   estacionamiento cercano  servicio domicilio ","cafe ","cafe  abierto domingo estacionamiento cercano servicio domicilio ","lun-vie 8-22 h, sáb-dom 9-19 h",100,120,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Chapultepec Morales",11570,"Newton","Homero","","215","2A",19.4353788,-99.1885975,"2624 1160","",""
"café parque","",2016-06-24 12:34:00,"barra jugos naturales mezcla café nacional región coatepec veracruz comida sana saludable innovadora excelente sabor ambiente informal cualquier hora día fb cafedelparquetw cafedelparque inst cafedelpaquemx","sinópsis  cafe   estacionamiento cercano  ambiente familiar  área fumar  servicio domicilio  carta vinos destacable ","cafe ","cafe  estacionamiento cercano área fumar servicio domicilio carta vinos destacable ambiente familiar ","lun-vie 8-22 h, sáb-dom 9-17 h",100,120,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Emilio Castelar","Edgar Allan Poe","","185","B",19.430718,-99.2024346,"5281 8623","http://www.cafedelparque.com",""
"mesa nápoles","",2016-06-23 16:51:00,"mesa nápolescomenzó proyecto dos hermanos además socios mario alfredo álvarez siempre amantes buena comida llegaban comer nápoleslas opciones escasas suficientemente ricas así crearon mesa nápoles unfood hallen invitaron chefs talla toño livier daniel frydman zahie téllez luis serdio bernardo bukants vender comida mesaparatodos busca ser alternativa allá colonias saturado negocios comida roma condesa locales comida árabe arbanüs burritos sushi bbq po boys comida mexicanamaría guadalupe mariscos camarón ahogado tacos farolito café rompeolas toda oferta escogimos locales creados exclusivamente proyecto ricos sigue neipols antonio livier conocido restaurante panga impostor guadalajara asoció dueños mesa nápoles paracrear neipols cosa nombre colonia escrito pronunciado pocho hamburguesas gringas acá sólo cuatro tipos hamburguesa basta sobra joya corona laclásica pan brioche papa salsa mil islas casera queso americano tocino lechuga jitomate cebolla hamburguesa mejor probado años toño livier siempre rifado mezclando recetas extrañas ejemplo ello famosa birriamen aquí creatividad nota teleburger pan telera mayonesa carne molida rellena chorizo nopales aguacate salsa verde cruda queso oaxaca chicharrón cerdo puedes dejar ponerle hamburguesa jalapeños pepinillo chile güero cebollitas neipolslunvie h sáb dom htc todas corazón pollo luis serdio bernardo bukantzson dos chefs súper chavos llevan rato impulsando rostizados comida mexicana toques contemporáneos corazón pollo lugar encontrarás alitas sueños franquicia alitas congeladas tampoco fritas aquí pollos alitas rostizan mismo jugo ave marinan horas ajo jugo naranja romero quedan suficientemente crujientes picantes doraditas acierto tremendo dinámico par ponen mismo cuidado guarniciones plato principal papas acompañan alitas unas simples papas francesa papas rostizadas alioli ajo cebollas casa queso cotija lemon pepper si prefieres elotitos mayonesa venden elpollo completo tortas pollo rostizado corazón pollofbcorazón pollolundom h panetteria daniel frydman chef conocido restaurantes arbanüs creó concepto comida típica italiana piedra angular pan rústico horneado estrella salada aquí lapaposcia especie empanada italiana rellena calabaza berenjena prosciutto mozzarella arúgula focaccias clásicos paninis pollo pesto entrepanes acompañan rajas italiana chips camote si buscas botanear opción lascroquetasmuy italiana lugar jamón ibérico llevanprosciutto postres quedan atrás mantienen línea italiana toque mexicano así encontraráscanolis postre clásico italiano forma hecho taquitoestoscomúnmente rellenan chocolate ricotta aquí además clásico mazapán pinole avellanael cheesecake maracuyá tarta limón merengue tampoco quedan atrás vale probarlos solitos tip pan ofrecen aquí venta panadería homónima ubicada bajío roma sur panetterialunmié h juesáb h dom h tc todasfbpanetteria castellón creadores blanco colima llega nápoles castellón local comida española encontraráspaellaque puedes comprar porciones gr kg gustó croquetas jamón serranotan suaves cremosas orden basta si tapas ymontaditosestá salmón queso cabra vinagre miel eneldo perejil ajo opciones llevar baguette lechón confitado duda mejor opción fines semana desayunos paellas especiales arroz negro vegetarianas castellónlunmié h jue vie h sáb dom htc todas fbcastellón intención replicar proyecto así dejes seguir redes sociales pronto podrían sorprenderlos juárez","sinópsis  abierto domingo ","","abierto domingo ","",0,0,NA,NA,NA,NA,NA,"Ciudad de México","Benito Juárez","Nápoles",3810,"Kansas","Nueva York","","38","",19.3883661,-99.1756887,"","",""
"ice crime","",2016-06-23 15:37:00,"gallery tdselectgalleryslideslide columns ids orderbyrandfbicecrime","sinópsis  abierto domingo  servicio llevar  estacionamiento cercano  terraza  girlie ","","abierto domingo estacionamiento cercano servicio llevar terraza girlie ","lun-dom 11-20 h",50,150,1,NA,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Verónica Anzures",11300,"Melchor Ocampo","","Marina Nacional","193","",19.4349931,-99.1707293,"9154 0354","",""
"juan molletes","",2016-06-23 14:53:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor josé maría alegret ser local muebles juan molletes convirtió enel paraíso molleteroestá frontera hipster godín suscreaciones exóticasdejan babeando cualquiera dimos vuelta contamos cómo tentados nombrarlo molletería dueños rinconcito roma dieron pequeño gusto hartos boom acabado ría serio parenes juan sencillito tradicional divertido aquí preparado casa molletes foodie atascado vegetariano yucateco postrero si sigues estragos excesos decembrinos menú tieneensaladas pedido estáel mayita cochinita pibil frijoles refritos va acompañado cebollitas moradas fresas sazonadas favorito mero rockstar esel todas míasbistec chorizo salsa guajillo chicharrón palabras taco villamelón encima mollete si gusta callejero pídete elhomeless chicharrón prensado lechuga cremasi queso unquedabien oaxaca cheddar mezcla manchegomozzarella elundergroundpara foodie llevas dentro flor calabaza cebolla elote queso oaxacael tepopara gusta camarón mollete ahogado salsa chile árbol camarones oel creativosi favorita pizza tomate pesto menú sigue dulce postre date unmollete duraznos chocolate sabrositouno arroz leche rompope fresasla mochao acá zarzamora queso cheddar acompaña salsas casa pico gallo piña habanero cacahuate guacamole pápalo chipotle árbol cerveza habanero zanahoria si roto fin semana preocupes juan molletes gastas ahí paquetes baratísimos menos ","critica  mexicana  abierto domingo ","mexicana","mexicana abierto domingo ","mar-dom 10-20 h",100,300,1,NA,1,NA,1,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Sinaloa","","Cozumel","164","",19.4199475,-99.1708652,"7312 0871","http://juanmolletes.com.mx/","Atención:3 - Calidad:3 - Ambiente:3 -"
" negra","",2016-06-23 14:43:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor maría josé alegret enla negracada detalle pensado tener concepto diferente cualquier taquería aquí cuidan lacalidad trabajan mejores ingredientes hacen casa quieres probar nuevo éste lugar entradas gozada empieza unastortitas capeadas huauzontlesy queso panela van bañadas salsa chile pasilla espolvoreadas queso fresco pídete orden centro peléate grande agradecerás tacos dividen treslos guisados especiales cajón entrarle clásica cocina mexicana date guisado pierdas quelites requesón salsa verde pollo encacahuatado picadillo mero mero demilanesa gustos aventados entran losespeciales combinaciones sorprenden si pregúntale alahuevoeste taco va frijoles refritos longaniza chilaca queso asadero huevo estrellado cerrarlo yema desborda cumpliendo fantasías gastronómicas tacoel negrova acorazado si ubicas término mira esaquí depollo escabechecon rodajas dechile xcatic cualquier platillo eliges color tortilla negra azul amarilla éste pídelo clásica parte decajónte topas pueden faltar elpastorque cierto deliciosobistec chuletay demás obligados local tacos ojo ser típicos menos ricos cinco salsas merecen mención especial deaguacate verde cruda habanero miscelánea varios chiles chiles secos favorita habanero si enchilas puedes pedir unagüita fresca todas hacen día mejor necesitas probar pepino limón jengibre raro taquería tengapostresbuenos negra mejor excepción parte dulce vale pena misma acaba llenarte unflano unarroz leche primero trae piñones cacao segundo sabor casero inigualable cierto negra piensa desvelados abrenhasta seis mañana nunca vas tener hambre después fiesta visítalos cualquiera susdos sucursales","critica  mexicana  abierto domingo ","mexicana","mexicana abierto domingo ","lun 12-22 h, mar-dom 12-6 h",100,300,1,NA,1,NA,1,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Durango","","Cozumel","258","",19.419006,-99.1703213,"5511 8631","","Atención:3 - Calidad:3 - Ambiente:3 -"
"miss jochito","",2016-06-23 14:27:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor maria josé alegret espera si gusta lacomida atascada salte aquí chécate malito hicimos honor calórico dimos vuelta pormiss jochito acabas post babear teclado creo primero primero lasmicheladas importante necesitas tomarte aparte ser litro vienen botanita encima sabes si da hambre mientras pierdasla pepinaclamato preparado pepinos chamoy tapa yla tamarindade tamarindo obviamente topping va elección puedes escoger salchichitas fritas cacahuates gomitas mango pepino cueritos mango ora viene bueno loshot dogs ahorrarte esfuerzo escoger alguno probamos elmiss jaliscoes joya va salchicha frankfurt pavo envuelta tocino frijolitos guacamole chorizo échale aderezos mesa chipotle cilantro date vuelta barra ingredientes piña chiles cebolla pepinillos doritos doritos mejor elmiss jochito okay bomba persona hambrienta pueda acabarse éste lleva salchicha frankfurt pavo envuelta tocino carne bolognesa queso mozzarella champiñones chorizo intimide tamaño éntrale mano miedo si alta sociedad gusta ensuciarte pide cubiertos veganos buuuu deliciosomiss veggie jocho salchicha soya champiñones queso mozzarella recomendamos ir veganos déjenlos casa encerrados nocierto postre malteada pastelitola cajeta chongosson artesanales hechos jalisco así obligado pide alguna dos opciones rifamos pay queso bañadísimo cajeta recomendado cáele amiss jochitocuando antojo romper dieta pasarla gusto cervezas litro si empedas preocupes ambiente pone bueno","critica  americana  abierto domingo ","americana","americana abierto domingo ","mar-sáb 14-23 h, dom 13:30-22 h",100,300,1,NA,1,NA,1,"Ciudad de México","Benito Juárez","Narvarte",3020,"Diagonal San Antonio","","Petén","1689","",19.3986052,-99.151387,"7091 6901","","Atención:3 - Calidad:3 - Ambiente:3 -"
"luna bistró san ángel","",2016-06-22 09:58:00,"twbistroluna fbstaralunabistro dress code casual","sinópsis  valet parking  internet inalámbrico  abierto domingo  fusión ","fusión","fusión abierto domingo valet parking internet inalámbrico ","lun-sáb 7-22 h, dom 9-18 h",500,700,1,1,NA,NA,NA,"Ciudad de México","Alvaro Obregón","San Angel Inn",1060,"Desierto de los Leones","Avenida de las Flores","","4058","1er Piso",19.3471997,-99.2036519,"6266 6900","",""
"luna bistró hamburgo","",2016-06-22 09:51:00," sasha gamboa fachada casa porfiriana entrada restaurante menú cambia días luna bistró parte stara hotel concepto tan contemporáneo fresco platillos restaurante habitaciones luz música controlan tablet luna encuentras ensalada protagonista burbuja parece globo mozzarella cocina abierta si observador darás cuenta aprovechan huerto delroof gardenal máximo detalles doquier hojas hierbabuena fresca agua hierbas finas mantequilla albahaca ensaladas concepto cambiar menú diario denominan anfitrión gourmet consiste tres pasos primero chef arma platos cabeza mientras recorre pasillos central abasto después llega definir imprimir menú día último comensales pueden quitar reacomodar ingredientes si así desean empecé unas tostaditas barbacoa marlin guacamole ensalada siguió mezcla interesante ingredientes técnicas primero llamó atención burbuja mozzarella decía inicio ponchar probar junto burbuja lechuga rebanadas rábano negro centro blanco toque dulce obra duraznos grill llevaban ensalada nivel filete robalo salsa uvas gustado plato sorprendió postre pastel trufado chocolate frutos rojos verterse salsa durazno hacía ebullición forma fumarola blanca producto hielo seco si gustan cocteles dulces luna preparado licor cereza hierbabuena twbistroluna fbstaralunabistro dress code casual senddivdocumentgetelementbyidfdivinnertextargumentsdivdispatcheventeventfoldsendapplythisargumentscatcheoldsendapplythisargumentscatcheror ","critica  valet parking  internet inalámbrico  abierto domingo  fusión  ambiente familiar  servicio bar ","fusión","fusión abierto domingo valet parking servicio bar internet inalámbrico ambiente familiar ","lun-sáb 12-00 h, dom 12-22 h",500,600,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Juárez",6600,"Hamburgo","","Nápoles","32","1er Piso",19.4285655,-99.1597893,"5351 6800","","Atención:3 - Calidad:3 - Ambiente:3 -"
"buns dumplings","",2016-06-21 10:15:00,"gallery tdselectgalleryslideslide columns ids orderbyrandesta sucursal roma encanta porquea diferencia local mercado carmen aquí venden cerveza lucky buddha chulada diseño sabor compañera perfecta comida china prueba buns pato dumplings cerdo prives pao frijol dulce vegetales auténtica receta china beber recomendamos refresco lychee lychee coco quieres ver videos ésteda clic aquí","critica  valet parking  internet inalámbrico  abierto domingo  servicio llevar  estacionamiento cercano  terraza  china  pet friendly ","china","china abierto domingo pet friendly valet parking estacionamiento cercano servicio llevar terraza internet inalámbrico ","mar-sáb 13-00 h, dom 13-19 h",150,300,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Orizaba","Guanajuato","","131","10",19.4168914,-99.1594628,"5264 8638","","Atención:3 - Calidad:3 - Ambiente:3 -"
"ummo","",2016-06-18 13:16:00,"gallery tdselectgalleryslideslide columns ids orderbyrandya hora alguien volviera colocar cúspide buen nombre pizzaen honor plana maravilla cocina italiana dentro hipsteroso mercado romase hornea humo abanico pizzas calzones antología checa lujo democrático cuatro rebanadas escoger ummami quesos ladoña margarita alcachofas refresco piccolos pesos quieres ver videos ésteda clic aquí","critica  italiana  abierto domingo  servicio llevar  estacionamiento cercano  socializar  servicio domicilio  pet friendly ","italiana","italiana abierto domingo pet friendly estacionamiento cercano servicio domicilio servicio llevar  socializar ","lun-jue 13-21 h, vie y sáb 13-22 h, dom 13-18 h",120,150,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Querétaro","","Monterrey","225","24-B",19.414084,-99.164573,"5264 2947","","Atención:3 - Calidad:3 - Ambiente:3 -"
"tk terraza grill","",2016-06-14 13:24:00,"","sinópsis  valet parking  mexicana  abierto domingo ","mexicana","mexicana abierto domingo valet parking ","lun-jue 13-00 h, vie y sáb 13-1 h, dom 13-19 h",400,600,1,1,NA,NA,NA,"Estado De México","Naucalpan","Lomas De Tecamachalco Secc. Fuentes",53950,"Fuente de Trevi","","Avenida de las Fuentes","4","",19.4285238,-99.2255652,"5293 0121","",""
"j by josé andrés","",2016-06-14 12:54:00,"","sinópsis  valet parking  abierto domingo  servicio llevar  estacionamiento cercano  servicio bar  española ","española","española abierto domingo valet parking estacionamiento cercano servicio bar servicio llevar ","lun-sáb 6:30-23 h, dom 7-23 h",300,600,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Campos Elíseos","","Andrés Bello","252","",19.4274713,-99.1954487,"9138 1818","http://www.jbyjoseandres.com/es",""
"casa fran","",2016-06-14 10:54:00,"fbfacebookcomcasafranpolanco","sinópsis  valet parking  internet inalámbrico  abierto domingo  estacionamiento cercano  ambiente familiar  servicio bar  terraza  española ","española","española abierto domingo valet parking estacionamiento cercano servicio bar terraza internet inalámbrico ambiente familiar ","dom-jue 13-00 h, vie y sáb 13-1 h",600,800,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Emilio Castelar","","Calderón de la Barca","163","",19.4303091,-99.1996311,"044 55 5280 1939","http://www.casafran.mx/",""
"mog bistro","",2016-06-10 11:40:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor sasha gamboa gustaba antiguo mog conseguir mesa esperar demasiado servicio dejaba desear nueva sucursal varios buenos cambios ubicación chef barra sushi servicio ágil mejor refrescadita sabor comida cambió tan tradicional siempre aquí platillos limitan sabores japón recetas malasia tailandia ejemplo pad thai fideo frito salsa tamarindo mezcla sabores dulces picantes acostumbramos comer fideo probar aunque si afín comida japonesa vas chashu men ramen trae cinco rebanadas tocino vapor deshacen boca primera mordida si sushi rollo darse dragón tempura camarón zanahoria frita coctelería preparada ingredientes japoneses recomiendo bonanza trago puede beberse frío caliente lleva té chai ron ralladura chocolate si buscas refrescante entonador échate mojito yamamba lugar ron lleva sake toquecito cardamomo","critica  valet parking  internet inalámbrico  abierto domingo  servicio llevar  asiática  estacionamiento cercano  servicio bar  terraza ","asiática","asiática abierto domingo valet parking estacionamiento cercano servicio bar servicio llevar terraza internet inalámbrico ","lun-dom 13-1 h",300,500,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Frontera","","Zacatecas","168","",19.4161708,-99.1551471,"5264 0016","","Atención:4 - Calidad:4 - Ambiente:4 -"
